Greek Word,English Translation,Similar,Example Sentence
η οργάνωση,organization,,"Αντ΄ αυτού όμως, το Μάρτιο του 1980 αναχώρησε ως ανθρωπιστικός υπάλληλος της οργάνωσης Γιατροί χωρίς σύνορα στο Κουρδιστάν του Ιράν και ακολούθως στο Ιρακινό Κουρδιστάν."
το περιβάλλον,environment,,"Άλλαξε τις αναλογίες του σώματος της Lara, και της έδωσε νέους τρόπους αλληλεπίδρασης με τα περιβάλλοντα των παιχνιδιών."
το πλάτος,width,,Από τον τύπο φαίνεται ότι στον ισημερινό δεν υπάρχει περιστροφή του εκκρεμούς καθώς το γεωγραφικό πλάτος είναι μηδέν και το ημίτονο της γωνίας είναι μηδέν.
προκάλεσε,caused,,"Αυτή η κατάσταση ακραίας βίας μεταξύ των καποειρίστας, αυξανόταν με τον καιρό φτάνοντας σε ένα σημείο που προκάλεσε την αντίδραση της αστυνομίας."
η πρωτεύουσα,capital city,,"Αφιέρωσε μεγάλο μέρος του χρόνου του στη γαλλική πρωτεύουσα για μελέτη, ανάγνωση έργων πολιτικής θεωρίας και εργασία πάνω στο φιλοσοφικό του σχέδιο, που ονόμασε Ουνιβερσισμό."
το πρόσωπο,face,,"CCAA, Walter Eder, Augustus and the Power of Tradition, 30. Σύμφωνα με τα καθιερωμένα δεν επιτρεπόταν να συνυπάρξουν στο ίδιο πρόσωπο τα αξιώματα του δημάρχου και του τιμητή, αν και ούτε ο ίδιος ο Αύγουστος εκλέχτηκε ποτέ επισήμως τιμητής."
η σημασία,importance,,H διαμόρφωση της μύτης τής γραφίδας είναι εξαιρετικής σημασίας και για το σκοπό αυτό γίνεται χρήση μικρής και αιχμηρής λάμας.
οι σπουδές,studies,,"Harris 2017, σ. 78 Της δόθηκε πλήρη εκπαίδευση όπως και στις άλλες τρεις αδελφές της, όχι μόνο στο νοικοκυριό, αλλά και στα Λατινικά, σε αρκετές άλλες γλώσσες, στην ιστορία, στη φιλοσοφία και στις κλασικές σπουδές."
"στρατιωτικός, στρατιωτική, στρατιωτικό",military,,Ακολούθησε στρατιωτική σταδιοδρομία γενόμενος αντισυνταγματάρχης το 1905 στη Νάπολη.
"συγκεκριμένος, συγκεκριμένη, συγκεκριμένο",specific,,"Katary, Sally, ""Taxation (until the End of the Third Intermediate Period)"", 2011, in Ακόμα μπορούσε να τους δοθεί εντολή να προσφέρουν προμήθειες για συγκεκριμένους σκοπούς."
το συγκροτήματα,complex,,"Αυτός ήταν ο πρώτος δίσκος του συγκροτήματος χωρίς τον κιθαρίστα Μπεν Τζάκσον και το ντράμερ Ντέινα Μπαρνέλ, ενώ κατά τις ζωντανές τους εμφανίσεις είχαν αποχωριστεί τις μάσκες που φορούσαν επί σκηνής."
τα συμπτώματα,symptoms,,"Αιματώματα που δίνουν συμπτώματα ή ασυμπτωματικά με μέγεθος μεγαλύτερο από 10-15 χιλ., με όγκο μεγαλύτερο των 25 κυβ."
σχετίζονται,are related,,"Από τη μυθολογική σκοπιά οι δύο πολιτισμοί δεν παρουσιάζονται εκ διαμέτρου αντίθετοι, όπως στον Ηρόδοτο, αλλά σχετίζονται πλέον με δεσμούς αίματος."
το σύνολο,total,,"Ακολούθησαν οι συλλογές ""Ο μεγάλος ξενώνας""(Μεταίχμιο),το 2006,""Το αόρατο πλήθος"",το 2008 και ""Η κιβωτός""(Gutenberg),το 2012 όπου ο Πρατικάκης βραβεύεται με το βραβείο της Ακαδημίας Αθηνών για το σύνολο του έργου του."
η τάξη,class,,Βρίσκεται σε μικρές ποσότητες στο θαλάσσιο νερό με τη μορφή ανιόντων ιωδίου (Ι - ) και σε περιεκτικότητα της τάξης των 50 mg/τόνο θαλάσσιου νερού.
η τέχνη,art,,"C. Escher"" στις Ηνωμένες Πολιτείες βρήκε εμπόδια, αλλά η Ολλανδική εταιρεία επικράτησε στα δικαστήρια με την αιτιολογία ότι ένας καλλιτέχνης ή οι κληρονόμοι του έχουν δικαίωμα να κατοχυρώσουν το όνομα ως εμπορικό σήμα."
τερμάτισε,finished,,Για την πρώτη φάση γίνονται χιαστί ζευγάρια (9ος-12ος και 10ος-11ος) με πλεονέκτημα έδρας υπέρ της ομάδας που τερμάτισε ψηλότερα.
το πανεπιστήμιο ,university,,Διετέλεσε δύο φορές πρύτανης του ίδιου πανεπιστημίου.
παράλληλα,alongside,,"Αν τα επίπεδα διδυμίας είναι παράλληλα μεταξύ τους, εμφανίζονται οι λεγόμενοι ""πολυσυνθετικοί δίδυμοι""."
η άδεια,"permission, time off",,"Αναγκαστικά ο Πανιώνιος διοργάνωσε δύο ξεχωριστά πρωταθλήματα: ένα Γυναικών, αυτή τη φορά υπό την αιγίδα του ΣΕΓΑΣ και ένα Παρθεναγωγείων για μαθήτριες γυμνασίων θηλέων, με άδεια του Υπ."
έζησε,he lived,,"Brno 1990. p. 66 Μετά το θάνατο των γονιών του το 1604, έζησε στη θεία του στο Στράβνιτσε."
ακριβώς,exactly,,Αλλά (όπως πάντα συμβαίνει στην περίπτωση του λογοτεχνικού έργου όπου η μορφή ταιριάζει ακριβώς στη μεγαλοφυΐα του συντάκτη) ο σκοπός στα καλύτερα από αυτά εξαφανίζεται σχεδόν εξ ολοκλήρου.
ανέφερε,he reported,έφερε,"Αυτή η μεραρχία, ωστόσο, ανακλήθηκε από το νησί το 1967 και έτσι καταρτίστηκε νέο σχέδιο πριν το 1974 με την κωδική ονομασία «Αφροδίτη ΙΙ» και ανέφερε πως η Εθνική Φρουρά θα προχωρούσε σε μεγάλη επίθεση από ξηράς κατά των τουρκοκυπριακών θυλάκων."
απ,from,,"Alemtuzumab (Campath), a monoclonal antibody (α μονοκλωνικό αντίσωμα) που επιτήθεται στα λευκά αιμοσφαίρια, έχουν χρησιμοποιηθεί για θεραπεία με μεγαλύτερη επιτυχία από τις προηγούμενες επιλογές."
